timestamp,bid_price,ask_price,bid_volume,ask_volume
1704067200074832962,101.5862358815116,101.6449521045895,6084,9424
1704067200079142401,101.74068865599337,101.80217144051853,1386,2379
1704067200080749536,101.65858037541818,101.67311890917912,3375,1943
1704067200080754597,100.90146792203487,100.9840427681695,9422,4561
1704067200081367606,101.0797703067851,101.10075504353006,5340,1887
1704067200084372090,101.42600090670466,101.5129670013189,8998,4622
1704067200085739252,101.69366970593875,101.75987760328796,5765,225
1704067200087161704,101.39026501576062,101.41524213925153,5256,9180
1704067200087425056,101.72609569613358,101.80443122609795,2232,2114
1704067200089269714,101.62185157930843,101.68249652762835,6523,9142
1704067200089320167,101.59432829332684,101.65118312787573,810,4959
1704067200090563528,101.3611665336445,101.440081942954,926,7075
1704067200091550485,101.28083131192356,101.37247304986612,4185,9110
1704067200092526225,101.91562788802295,101.97055396466865,7304,1234
1704067200098372584,102.25005282679332,102.30435103261253,8561,9650
1704067200098616825,102.55995678526351,102.58375203526866,4824,875
1704067200099969918,102.52717488827736,102.60395668175207,7934,6286
1704067200103145652,102.24024707176457,102.25044203560026,2290,2022
1704067200103763158,102.24079037644377,102.32438972677592,2894,7380
1704067200103796391,102.3089747680109,102.37405547707809,8727,4721
1704067200103874456,102.31410475222059,102.36812969854076,8722,8590
1704067200106995671,102.20637969068702,102.30306485900806,2168,4711
1704067200108188312,102.10237753512529,102.13206877757914,7379,5959
1704067200108398563,101.8700795203963,101.92727075417449,5166,8233
1704067200109416766,101.67724651413918,101.77556310927649,404,7955
1704067200112600313,101.65076003028173,101.72339390449545,669,2718
1704067200112606709,101.50678169951377,101.59935761195587,7676,6292
1704067200112743153,101.34529187344097,101.3755844984031,3292,4666
1704067200117402120,101.24953928623074,101.29549524774754,1597,1994
1704067200119020488,101.74207649257706,101.78701213442663,3061,5807
1704067200119063721,101.46812682009148,101.53909730808176,9160,6490
1704067200120825053,101.64059304900871,101.65472899402701,1004,6342
1704067200121246060,102.04494282634396,102.06715493642481,4576,5773
1704067200122492272,101.83835617911204,101.85274513558103,9596,8633
1704067200123653203,101.79585314049412,101.86387462860294,5115,7562
1704067200124121285,101.69248081733475,101.76414374549718,1860,8462
1704067200125306180,101.62435397689704,101.6794143725959,6015,8347
1704067200127945886,101.98597885055422,102.05355823554639,9781,2057
1704067200127962822,102.2539075616195,102.28131829044058,3744,3291
1704067200129133639,101.4981533549569,101.56634379492225,4161,8517
1704067200129167486,101.19754757437526,101.26665138485514,8892,1345
1704067200129766076,101.27371441749786,101.35204301308941,8351,9096
1704067200131535757,101.14432219376184,101.23257324279339,3658,6028
1704067200132861841,100.88481806791478,100.90273747751607,6911,2771
1704067200134511918,100.81444926359497,100.90232544798737,8476,1034
1704067200136260417,100.92787444286226,101.02688246609667,6218,4086
1704067200137334606,100.78372778751216,100.84046481900708,2583,5157
1704067200137477829,101.03157276982928,101.10244551303516,1242,5627
1704067200138057617,101.91598741135378,101.95085540938801,1368,4866
1704067200138093173,101.91542711512756,102.0100767108452,4487,1381
1704067200138720897,101.72077077463634,101.7497542963723,4652,608
1704067200138827028,101.61664993573494,101.71380499000843,7903,3731
1704067200140424575,101.59664271782941,101.67067624629962,4618,9048
1704067200141058737,101.85657710304724,101.90540723147174,9762,330
1704067200141211955,101.92809787434263,101.9958508843608,5251,5368
1704067200141378179,101.80532155854208,101.8638533208616,3752,5627
1704067200144767532,101.5375632910395,101.56835165845308,4190,5583
1704067200146143278,101.45851491452214,101.46872913705215,1255,4052
1704067200146558568,101.71021499021357,101.76909044128676,6720,7267
1704067200146822879,101.48715712206878,101.53181734572497,194,4282
1704067200146853726,101.57324059476117,101.63398484668791,9529,1920
1704067200147542363,101.98616878184436,102.01614004989997,1595,4857
1704067200147765543,101.72246691840817,101.78547074079916,4594,3072
1704067200148557755,101.56466310149675,101.5766523674291,5121,8717
1704067200148655327,101.52532952103591,101.55952284318833,1998,9542
1704067200151017808,101.74967657359053,101.7957626319226,7544,2923
1704067200151353995,101.20850480074847,101.2841780246739,3320,5680
1704067200152174189,101.30937269725389,101.35902480127648,9802,344
1704067200152317829,102.00235742276104,102.01471848118925,8623,5394
1704067200153364672,101.97974845488628,102.0238746809232,2254,4555
1704067200153763914,101.75462836382192,101.77364625171862,2907,4409
1704067200160560784,101.7585025618227,101.78957114086509,3670,8654
1704067200160929241,102.08441950714807,102.17973026216343,2236,2776
1704067200168699889,102.37061149301509,102.41440699710277,8355,9577
1704067200168935633,102.0515103427029,102.09626376547615,7492,2526
1704067200170101817,102.34516549506564,102.43330440177822,4555,913
1704067200171173717,102.35731354844599,102.40374518948515,5936,7041
1704067200171408565,101.97916884597286,102.0001239837792,2732,5431
1704067200173274551,102.55168335586478,102.57635711832415,6910,420
1704067200175848188,102.70248653382193,102.76856810997758,5598,3010
1704067200175940266,102.56198217910713,102.62318697922757,3569,2381
1704067200176426571,102.3041018274173,102.39116241471356,1251,4923
1704067200178094645,102.33342439722261,102.40710172288559,8861,8155
1704067200178688662,102.07323424658513,102.16958778190609,861,3968
1704067200180712088,101.9739953886432,102.00961536730796,277,295
1704067200181314640,102.17795999652905,102.25417912115607,7155,2602
1704067200183383969,102.43451705461409,102.46878704966183,906,1617
1704067200184018238,102.4633538415895,102.51822386780673,4543,3170
1704067200184244503,102.01171395987241,102.06240719034129,4180,9807
1704067200185007087,101.4951782484813,101.58930446420112,5193,5549
1704067200186289920,101.07012814655344,101.16521550816547,7986,9941
1704067200187768187,101.27206266521594,101.33704160529709,6416,3557
1704067200188375337,101.34203976740076,101.43518117802847,2971,1030
1704067200190191532,101.4167533128833,101.4852805726971,650,8679
1704067200191253382,101.31207532357273,101.35032887575322,4956,8055
1704067200191295125,101.71831494639576,101.73194118818842,6312,6827
1704067200195162215,102.10477154227156,102.15114496536854,449,8440
1704067200195243308,102.2702665321531,102.28134649322834,7649,4326
1704067200198182153,102.14120473194022,102.1603191192403,2905,8805
1704067200198487379,102.14880413345644,102.20516610420223,5381,1795
1704067200202739114,102.6043878560069,102.65431956739963,7959,1449
1704067200203131878,102.22493931524794,102.30122740845663,2256,6665
1704067200203300309,101.94423636184575,101.96726360438828,8933,7328
1704067200204331548,101.84999865810039,101.87586511874483,5767,2066
1704067200208530332,102.09098057606617,102.13963463625298,5444,3179
1704067200209240254,101.90019203018251,101.96743576406867,6138,8406
1704067200210631793,101.60980866917406,101.69947151928066,1369,1595
1704067200211361650,101.40706883327644,101.47446164561273,3543,4677
1704067200211933730,101.1868576952303,101.1992568334612,1876,2443
1704067200211964360,101.43489708522412,101.4603436096238,6378,737
1704067200213258604,101.43353365361286,101.46243065667402,9260,9571
1704067200213572878,101.41874797513826,101.50628739626434,8388,1849
1704067200214537486,101.32122645117478,101.36823903075715,744,2121
1704067200215696034,101.56259742410369,101.59248913708079,4444,7653
1704067200216445526,101.7748047330109,101.81618357117752,7830,3972
1704067200216869723,102.05673781932285,102.1024427615989,5430,213
1704067200218226445,102.1230320470599,102.2054928914504,7442,3997
1704067200219263152,102.44657920505112,102.53091191527004,624,4507
1704067200221995888,102.39260823785843,102.42121201883661,8767,2630
1704067200226470838,102.09865756905549,102.14947534480157,1654,1260
1704067200227615875,102.52606692808197,102.62091754099075,8343,2914
1704067200228726776,102.66688873270564,102.71794242016554,8497,9338
1704067200228821746,102.24038195573978,102.28161278645864,1179,745
1704067200229934175,102.61256442920333,102.62348763372293,4744,340
1704067200230094279,102.73983977038885,102.79738241777908,5023,6872
1704067200230264508,102.7048150410926,102.79585077532393,2327,6295
1704067200230280989,102.67414193694523,102.74809787324546,9600,4264
1704067200230372525,102.97504635670097,103.02997298212708,8237,6133
1704067200231626869,103.47431404359138,103.5598797302071,2079,5806
1704067200232759154,103.4612424942959,103.4882019187385,1983,6185
1704067200233491746,103.62119458738306,103.67333576621078,5903,5775
1704067200234754462,103.56770038807598,103.60458253371537,887,540
1704067200234756439,103.83654621044883,103.92936739252744,7590,3784
1704067200235377562,103.6495047242438,103.72669432466225,3505,9576
1704067200235450646,103.92391038683049,103.98732651236112,3383,9596
1704067200235841594,103.89696578485741,103.92959429979756,652,3847
1704067200236268200,104.10144909974345,104.11994637678653,3543,6523
1704067200236697023,104.13804613467798,104.2031899542946,3441,6588
1704067200238942341,104.20362351609431,104.23879422113261,9431,6396
1704067200239771672,104.55125710216342,104.6346908389483,2412,4597
1704067200240704612,104.8796680969383,104.92783254919783,6192,5544
1704067200242032633,104.04079977643903,104.05131074242985,7712,647
1704067200243741585,104.0070095686359,104.1011754120728,7859,250
1704067200244371778,104.02921576685466,104.04919088055766,1241,148
1704067200245808855,103.44364992138337,103.47563140062054,1642,9089
1704067200247488594,103.71733551352197,103.75225724330552,223,9469
1704067200248161388,103.42085031021013,103.45268057598163,3361,8683
1704067200250328438,103.48276792499041,103.5823479898659,4876,513
1704067200250390988,103.41400914744298,103.49194161329044,2688,2264
1704067200250434811,103.33269961050559,103.38942061833009,846,7298
1704067200250936044,103.0796894465134,103.11998562150687,6984,7667
1704067200251138418,103.07192759591635,103.15595967680383,3606,4214
1704067200251617463,103.26530888176131,103.30313391487886,4969,2788
1704067200251890350,103.25049135218467,103.31267699560561,3519,4624
1704067200251901638,103.0355534021609,103.05827204632305,2429,325
1704067200253573409,102.73892228015109,102.78943662692171,2307,1268
1704067200254482447,102.26751718411715,102.30091836372164,9263,8524
1704067200255789826,102.72763218024092,102.77612500806383,4777,7284
1704067200256229408,102.59045755009947,102.67719737442349,9441,9566
1704067200257200875,102.46929281651826,102.49227068271601,2800,9774
1704067200259587423,102.68180718098375,102.77564003983517,4342,381
1704067200259777815,102.74068997500981,102.77327940922314,6917,1448
1704067200262279374,102.71039299278615,102.7874012188181,7644,930
1704067200262538523,103.02794118779615,103.09757268279559,1283,4428
1704067200265691079,103.15237002465143,103.20781660193784,6299,4396
1704067200266817658,102.54770653261718,102.63597168580259,5861,5163
1704067200267713756,102.26519802801914,102.29719147126622,9775,1929
1704067200268706470,102.01973806509547,102.09197541602144,1091,3211
1704067200268907562,101.86758874970731,101.89823331201005,9717,798
1704067200271467589,101.93039401142882,102.00920224126732,3931,9998
1704067200273015893,101.7963831401349,101.8070481571263,5536,9712
1704067200273016537,101.5366314484165,101.62378931823903,3316,1396
1704067200275021521,101.65524658870227,101.75139005452702,4578,7300
1704067200277248569,102.16124854721633,102.1729418073468,2458,2116
1704067200278687096,102.13542571710354,102.1999426562104,9402,6437
1704067200279608932,102.18941135396021,102.24499013398203,4088,4311
1704067200282893167,102.38729705520193,102.39769355216428,854,8191
1704067200286733202,102.4639997346132,102.54517839678596,3299,2509
1704067200287663122,102.63597510590814,102.66469224001177,1052,2132
1704067200289521480,102.51725185823314,102.56008951490058,2597,8509
1704067200290447314,102.46252803151046,102.55598060272379,1018,5686
1704067200290807555,102.28797237065645,102.37587246998838,8691,8021
1704067200291484845,102.73809101768805,102.75476194777647,706,8527
1704067200291492448,103.23683969617045,103.2701721672588,132,4438
1704067200293407062,103.09235259975672,103.19229492709731,1188,2496
1704067200296604559,103.35191007722533,103.44791599937885,8563,4394
1704067200298217807,103.45058002222468,103.46923435963852,1150,7269
1704067200299838275,103.22619537305101,103.25366905640035,7463,1708
1704067200300488630,104.0841874679287,104.11663880102302,1569,1860
1704067200302462241,104.02836468688756,104.1261788545234,3767,523
1704067200310850676,104.11864332282406,104.21814322100457,3068,3495
1704067200313516653,104.526901881743,104.54962395974114,2732,683
1704067200314397030,103.96101577814153,103.99546185539978,7018,9370
1704067200317192155,103.74071102780175,103.83629047038974,5173,7904
1704067200317394374,104.34093259359767,104.41390206510047,4120,9242
1704067200318240894,104.0413116281866,104.09186460197714,4872,5634
1704067200323546678,103.2780375472915,103.33074679589045,9765,5397
1704067200324116539,103.05953549989636,103.1419276856285,3863,1324
1704067200328539613,102.9513309006637,103.03498656045234,245,7051
1704067200329055183,102.97445487674312,103.04922793615975,6319,8835
1704067200329445303,102.58288027643034,102.68080708660018,6460,6252
1704067200329737790,102.46665709395613,102.51372863978996,6634,9709
1704067200334345143,102.66934861773805,102.74178426903052,9254,1167
1704067200334619472,102.39779464688196,102.48615019108904,4083,7854
1704067200335360530,101.90292747987056,101.99925275159816,1850,109
1704067200335396068,101.60894885037035,101.64872029194382,8790,2703
1704067200337733956,101.12193840657956,101.20107052521938,3208,2477
1704067200337999559,101.02416492019056,101.03738095387497,1239,9422
1704067200338612865,100.73598726954567,100.7670208793377,4268,6698
1704067200338634901,100.47188955470858,100.49807947263957,9158,5977
1704067200339554711,100.8730539527255,100.96076976564602,4137,7622
1704067200340265815,100.65397808658274,100.71130970333918,2129,4683
1704067200340637478,100.92991567930653,100.96305861890735,7268,7359
1704067200341131425,101.01195970010946,101.1013167522481,6986,4627
1704067200342298635,101.11106026957827,101.2074229039726,8407,5593
1704067200344209856,101.28979794292148,101.37154540575055,2600,9671
1704067200344657803,101.53515567661664,101.54879926384702,3967,8201
1704067200349661639,101.47261284718044,101.5619615851945,7815,2645
1704067200350004064,101.44831390958504,101.54823656886222,7266,3452
1704067200351152475,101.46043153441785,101.47066233065625,4273,547
1704067200352633778,101.76205934817378,101.82219440983604,5090,4062
1704067200352913478,101.50454207512765,101.5403934404262,7086,1628
1704067200353266574,101.8740752084045,101.96109872434162,7173,1774
1704067200354404677,102.28291725705846,102.33133230014924,4216,6353
1704067200360723300,102.17004185116775,102.21877931494143,5797,5866
1704067200364072434,102.16013528723335,102.17729962339143,3382,8347
1704067200367086278,101.96301038572264,101.99051225336746,2610,9831
1704067200369899834,101.93009196509809,101.99295081133599,7771,2906
1704067200370515379,101.52265882151812,101.59411161834092,2041,424
1704067200371775359,102.03327581328695,102.11808011795866,3813,1495
1704067200372175712,101.61000640804325,101.64646718325041,2596,2863
1704067200372834047,101.44903897416228,101.48943870707515,2818,7097
1704067200373412880,101.21248566484694,101.29480504360161,2941,3849
1704067200373769344,101.34470491385675,101.41100824336844,1678,4117
1704067200374708837,100.88424357566778,100.96011473943098,756,6653
1704067200375456204,100.72181352680211,100.79091257979131,3031,7116
1704067200377521069,100.6164700884582,100.65197833442473,1097,6868
1704067200378289666,101.0696570369723,101.14437615977258,1734,5438
1704067200378649421,101.33825181238635,101.36983805161944,4261,7258
1704067200379403159,101.16351013118879,101.2215197376743,3002,8812
1704067200384525274,100.83406140432213,100.8787705825245,3202,8603
1704067200385690236,101.18663590047828,101.24481306829469,8318,7426
1704067200387142879,101.61428510573097,101.6808402312721,3869,4221
1704067200387298416,101.58785332888716,101.66202092617159,5879,5308
1704067200387575945,101.44760638390372,101.48753095867866,4538,2308
1704067200393283982,101.26848661668905,101.35154923456449,2214,7681
1704067200394403697,101.45341896511651,101.5525235656353,4295,9793
1704067200399699400,101.50153402567068,101.60032663664413,9794,6429
1704067200400414577,101.57751486308238,101.66972182286231,7060,8476
1704067200401768105,101.52170961510181,101.60393666156135,6246,8299
1704067200405128710,101.71232687266075,101.75945376803776,5538,5841
1704067200406009990,102.06297179889026,102.15266227266778,2310,5695
1704067200406607347,102.24049508708063,102.3067265267195,4743,7430
1704067200406689774,102.12803786867077,102.18519087159818,7483,7621
1704067200407762470,102.08827672767977,102.11503763288876,2214,1005
1704067200409763445,101.97660509363821,102.0085542673432,1630,5990
1704067200411522578,102.01586619898303,102.03891927269372,4808,4975
1704067200414747830,102.18327057748247,102.25153377539031,1933,7217
1704067200416203563,102.6484065999564,102.69396154755422,3302,6810
1704067200417186426,102.52182042051706,102.61073801941112,6150,4915
1704067200418619187,102.46378179258453,102.54132047778067,4688,9361
1704067200421655088,102.42782939543757,102.46760157841207,3432,6638
1704067200423595744,102.4957228349793,102.53684345848855,4508,5991
1704067200424500495,102.30768299146754,102.39639403126719,2633,6994
1704067200425518357,102.20682505003052,102.24550976730424,2405,6599
1704067200426439585,102.15763636803152,102.23690065064403,4713,4145
1704067200428944496,101.73671576561846,101.7987602981138,8980,6489
1704067200428984566,101.41369246741831,101.49170097227437,7932,9673
1704067200429814564,101.23654822678168,101.24798475645582,2347,2916
1704067200431129542,100.82965056770169,100.89007101663054,2430,4699
1704067200431990762,100.67757210611848,100.71985789537277,7908,4135
1704067200432109915,100.87590865589566,100.94407656575011,9534,1173
1704067200432916276,101.4943999487843,101.53434771149016,4225,1598
1704067200433656627,101.56672207153866,101.60728824992637,8452,8413
1704067200435241769,101.48628958697869,101.52463186129604,7024,9961
1704067200435936486,101.6137335202032,101.69962352989984,2147,6575
1704067200437166804,101.72548825561428,101.74115160309829,8677,9031
1704067200437422598,101.6346561009803,101.68233018592161,8832,3979
1704067200438800789,101.57310565980781,101.62307160243485,1326,5650
1704067200442786616,101.72034706000781,101.80877449319124,2562,4258
1704067200443063225,101.26843232746444,101.29231531183498,5248,4622
1704067200443479353,101.14500356159479,101.17773553031705,4793,5725
1704067200445859697,100.2246817833375,100.29315808581384,3152,257
1704067200447199276,100.40371846545992,100.41419670205866,1532,6473
1704067200447208841,100.42483097251151,100.44401651208979,2079,869
1704067200448080948,99.90795398069585,99.96288568321759,5141,2195
1704067200451353119,100.3916420051167,100.4280746044999,2065,9119
1704067200451692370,100.15963730488824,100.16963841232894,1374,2111
1704067200452088392,100.91937243373432,100.93097712916052,3671,7802
1704067200452277539,100.79730294445743,100.89691400102716,1012,8912
1704067200453904647,100.82248485900675,100.87279285286417,2963,6305
1704067200455414063,100.94524508568247,100.99809860773726,9773,2984
1704067200456118848,101.11431858439148,101.19483952924567,6466,6551
1704067200456572797,100.93610650466208,100.95919475201269,9199,1930
1704067200456576928,100.8235474804174,100.87022603289878,8652,1391
1704067200456630080,100.68930853202788,100.73044231241936,1288,2556
1704067200461320122,101.04411080233788,101.12391071815006,1938,5685
1704067200462458583,101.18149552928031,101.25266416895107,2052,1969
1704067200463254009,101.06027390927379,101.13050010744566,6053,4979
1704067200464042501,100.66584695299481,100.7018738865735,6351,2529
1704067200464966152,100.52678171961242,100.55314557308583,9817,9752
1704067200465608576,100.52915050667559,100.58254162770345,2267,8675
1704067200466287769,99.90547365696726,99.98654481064564,8160,2389
1704067200466861227,100.02084397006908,100.05691377859458,5432,964
1704067200473684006,100.08601287916193,100.10328036777489,3369,2096
1704067200473801718,100.32014647524092,100.37773832906139,9355,8973
1704067200475630230,99.59740905832427,99.62100215102544,8964,9569
1704067200475983822,99.3331728372387,99.39362408844896,8468,4495
1704067200479828020,99.70088579750434,99.74627045742376,1720,8311
1704067200480022048,99.67041167562007,99.74196138182938,1248,5368
1704067200481080199,99.79522701080148,99.8809078359811,9528,7704
1704067200483935293,99.56953616634367,99.64482898807277,5654,5270
1704067200486361869,99.70280120559775,99.72834453682307,9402,1354
1704067200487705819,100.00498877268062,100.10255334006213,1132,9722
1704067200489231493,100.08033154316833,100.16522627622258,6397,6024
1704067200489665751,100.05682989946706,100.11244363581488,2077,6099
1704067200490403501,99.53893622310278,99.58463782009943,7466,5198
1704067200490435214,99.855195507637,99.93259562326642,4337,3287
1704067200490590272,99.99030449154388,100.05276544556027,696,3343
1704067200492128925,100.00766602295255,100.07571990879248,9879,3446
1704067200492347089,99.57242976447277,99.61920143697533,4222,9902
1704067200494018664,99.9303702148877,100.02001057133744,1579,3635
1704067200494712765,99.8852883494716,99.97885219111826,3436,783
1704067200496617198,99.87248932872318,99.93476941493579,7213,3975
1704067200498813595,99.2952091529056,99.32010896567964,4031,2258
1704067200501122585,99.66849811388299,99.72318497732043,9555,7890
1704067200503078850,100.25290211809615,100.28204902823502,7763,1064
1704067200504975972,100.32660194012163,100.41043099815502,6580,7104
1704067200506560474,99.80284818386212,99.89778086697612,5121,3046
1704067200506642917,99.45098933080463,99.54130212053984,9160,8145
1704067200506899506,99.7530953107397,99.80235444782335,8611,2467
1704067200509485036,100.02854390196356,100.07711350712671,5125,746
1704067200513530542,99.53475556881259,99.54966891180518,9745,1667
1704067200513807154,99.67976461256754,99.72212615980519,7380,5856
1704067200514766100,99.27973837027913,99.36115101402761,9237,4493
1704067200517154147,99.65654346557096,99.67057367996537,2275,4128
1704067200517239232,99.462599402665,99.47738321122395,3499,6889
1704067200517459624,99.51475835156657,99.57049827064267,2349,2382
1704067200520105769,99.41446641700294,99.44983952731171,208,4142
1704067200520977533,99.43610197285375,99.51239259521248,204,249
1704067200523742906,99.6628707094004,99.75177099846827,9971,6910
1704067200525897947,99.4222254148335,99.500795266173,3862,8709
1704067200526484456,98.75964672359926,98.84692234309738,6168,4434
1704067200528241718,98.48508846579587,98.5757161871389,6070,4142
1704067200530304939,98.3548391991876,98.38586389346524,8288,4847
1704067200533427472,98.21078348957899,98.29958007068602,1763,9962
1704067200534048595,98.25923693146667,98.34269240865986,206,2970
1704067200535640176,98.20284079391246,98.28799513211905,3611,8432
1704067200535720004,98.41362705554516,98.45610722626222,6330,7324
1704067200537295748,97.79953273433797,97.87639074742565,6345,2108
1704067200538140148,97.7613155371398,97.79947149944202,7138,7315
1704067200538964178,97.70658777470676,97.75832361503275,8383,5066
1704067200540440353,98.04333843606501,98.09208181330679,2558,1345
1704067200540482967,97.81400975339814,97.86606073423268,8610,8331
1704067200541595657,98.02506363536767,98.10765704626613,7194,7540
1704067200542993251,98.52322400690167,98.60639365377585,8699,5924
1704067200543651349,98.76372300420606,98.82991448772292,1350,5471
1704067200545249673,98.30376936590997,98.37443194574934,5011,4709
1704067200546934469,98.37853684559848,98.40827446087097,9032,4972
1704067200550231921,98.22483924846718,98.31466804174245,9902,4154
1704067200550741302,98.05806383666786,98.09489971636182,2071,2721
1704067200554485893,98.39001945694069,98.40115776283737,7072,8094
1704067200555152119,98.48191196626999,98.5097449663109,3213,712
1704067200559683665,98.51453384554331,98.57820254441653,4710,6375
1704067200560987854,98.58167738857435,98.65643826163438,5448,6540
1704067200561518029,98.80233140272634,98.89204542300305,3066,2092
1704067200562287674,99.2642677065131,99.3147256716739,6075,9490
1704067200563181927,99.3901319773273,99.45099933304947,6323,6578
1704067200565286123,99.57668809253416,99.64752416911428,441,2460
1704067200568186258,99.66736420722822,99.70793757070143,1549,4026
1704067200568625075,100.06539641557144,100.0940332394258,780,7056
1704067200568677448,100.82918974440135,100.91918763116949,341,8071
1704067200569037024,100.75020252913457,100.77114732534646,9933,3550
1704067200569871584,100.53402156396878,100.60669386817996,5655,5460
1704067200571897621,100.64983157892148,100.69684867263386,7111,6791
1704067200578189100,100.80595118091071,100.88281996942646,2335,9975
1704067200578359242,100.50914051654058,100.57249459949813,6523,7329
1704067200578391858,100.56615359385448,100.6656997165551,8825,3941
1704067200578732203,100.60230967405373,100.68408768092335,8019,408
1704067200578793797,100.5197372611178,100.61810609520029,6948,4587
1704067200579090327,100.70357952427928,100.71730212591531,4258,5183
1704067200579234186,100.44895372457871,100.48931959618504,6834,4607
1704067200579977535,100.40959552995372,100.4300027445631,4698,3066
1704067200580955985,100.63823840270032,100.65448019932765,3008,7401
1704067200581310834,100.73424454314795,100.76362598250958,2034,6999
1704067200582048436,100.24647603467679,100.30990875287691,7565,4643
1704067200582761531,99.76000421175672,99.78503051819598,9310,3648
1704067200583598042,99.77159044069445,99.83050728974378,8414,1933
1704067200584511799,99.70009168776527,99.77272320734902,5662,6687
1704067200587400031,99.9191569798136,99.9316107072192,2047,159
1704067200587965701,100.13196013730463,100.15058074699117,8219,760
1704067200588035457,99.78701960776387,99.84975428343743,6149,318
1704067200588404420,99.81988554830343,99.8498658073153,5601,1865
1704067200589518012,99.64610425635391,99.6805524081322,272,6968
1704067200590701787,99.64721659032611,99.73865861330921,3415,8052
1704067200591021528,99.56759732318353,99.58003304928242,5802,5303
1704067200591278683,99.46370440149224,99.52274981237352,6149,4561
1704067200593002899,99.53729470022213,99.56304290008933,7558,2805
1704067200595264459,99.37160732908625,99.41172809614038,4021,6916
1704067200595960449,99.18903586942233,99.27879841206908,7953,2221
1704067200597526517,98.64751855556091,98.66215065968868,4493,2696
1704067200598315627,98.74382428139266,98.7891138164387,6626,2234
1704067200598618841,98.500420855919,98.51510945835057,1941,3680
1704067200598713242,98.58099993690921,98.66222650509472,3376,6551
1704067200601271040,98.784667529562,98.8163973066113,719,5597
1704067200603012337,98.49622774592302,98.59243483748548,1120,7568
1704067200603225168,98.57848509281962,98.60815377566865,7252,7673
1704067200603697537,98.63208323453843,98.65041728514767,2238,6771
1704067200603748537,98.53688838913632,98.5676486352528,8396,9560
